전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,수정전국매출액,개봉일관객수,개봉일매출액,개봉일매출비율,배우가중치,감독가중치,영화명,개봉일,국적,장르,등급,국내배급사,상장배급사,주요배급사,타겟
398,978430500000000000,1149628,2244305000.0,239683,97.84305,46776.0,377188000.0,16.0,1.1,0.15,잃어버린 세계를 찾아서 2: 신비의 섬,2012-01-19,0.0,액션,3,1.0,0.0,1,1
894,960413975000000000,1144894,1544313980.0,178228,96.0413975,77448.0,607453440.0,12.0,1.45,0.05,퍼펙트맨,2019-10-02,1.0,코미디,1,0.0,1.0,1,1
334,873762736100000000,1144238,2656285000.0,332736,87.37627361,50747.0,374717500.0,13.6,1.15,0.1,용서는 없다,2010-01-07,1.0,범죄,0,0.0,0.0,0,0
1090,899792105000000000,1140876,1699010620.0,208596,89.9792105,129938.0,770367470.0,31.0,0.7,0.2,장사리 : 잊혀진 영웅들,2019-09-25,1.0,기타,2,1.0,0.0,1,0
583,815948215300000000,1139250,2429592653.0,324221,81.59482153,67251.0,458194500.0,26.8,0.95,0.1,고령화 가족,2013-05-09,1.0,드라마,1,0.0,1.0,1,0
442,827166098300000000,1130638,3070574500.0,396698,82.71660983,48375.0,346969500.0,23.5,0.6,0.1,김종욱 찾기,2010-12-08,1.0,멜로/로맨스,2,0.0,1.0,1,0
781,906800984200000000,1129018,2244976142.0,270183,90.68009842,77978.0,582488900.0,29.3,0.8,0.05,하루,2017-06-15,1.0,기타,1,0.0,1.0,0,0
630,785081600000000000,1125739,2851643500.0,385304,78.50816,74320.0,478142500.0,22.0,0.9,0.15,헝거게임: 캣칭 파이어,2013-11-21,0.0,기타,1,0.0,1.0,1,0
874,944106423000000000,1125319,1846376630.0,212475,94.4106423,139965.0,1101385100.0,14.8,1.15,0.05,챔피언,2018-05-01,1.0,드라마,2,1.0,0.0,1,0
607,869717403900000000,1124918,2126132839.0,263369,86.97174039,89466.0,659208600.0,15.2,0.95,0.15,성난 변호사,2015-10-08,1.0,범죄,1,0.0,1.0,1,1
471,809605250000000000,1118258,2269510500.0,299090,80.960525,58276.0,401240000.0,27.5,0.6,0.05,특수본,2011-11-24,1.0,액션,1,0.0,1.0,1,0
933,851283082500000000,1114941,1937926035.0,239636,85.12830825,175928.0,1149515190.0,13.3,0.25,0.2,마이펫의 이중생활 2,2019-07-31,0.0,애니메이션,3,1.0,0.0,1,0
659,889217797500000000,1111158,2086096975.0,248265,88.92177975,57997.0,445513550.0,15.0,0.25,0.15,라이트 아웃,2016-08-24,0.0,기타,1,1.0,0.0,1,0
549,832117500000000000,1110523,2544330000.0,323549,83.21175,106990.0,759283000.0,34.8,0.6,0.05,회사원,2012-10-11,1.0,액션,0,0.0,1.0,1,1
697,894684291000000000,1110246,2421410210.0,289236,89.4684291,83605.0,634028200.0,24.3,0.7,0.2,간신,2015-05-21,1.0,기타,0,0.0,1.0,1,0
500,817078460600000000,1101678,2209722306.0,288421,81.70784606,51438.0,375793500.0,9.7,0.3,0.1,박물관이 살아있다 : 비밀의 무덤,2015-01-14,0.0,기타,3,1.0,0.0,1,1
317,811082468100000000,1099665,2478553500.0,317714,81.10824681,26661.0,192263500.0,20.1,1.0,0.1,베스트셀러,2010-04-15,1.0,기타,1,0.0,0.0,0,1
965,921826291000000000,1092738,1631602490.0,189422,92.1826291,117538.0,950490120.0,29.2,0.35,0.1,롱 리브 더 킹: 목포 영웅,2019-06-19,1.0,액션,1,0.0,0.0,0,0
337,777394288400000000,1083746,2826512500.0,373176,77.73942884,42664.0,309694000.0,20.6,0.25,0.1,마루 밑 아리에티,2010-09-09,0.0,애니메이션,3,0.0,1.0,1,1
1145,896271279500000000,1077235,2487116295.0,278336,89.62712795,114862.0,924423500.0,43.1,0.15,0.05,퍼시픽 림: 업라이징,2018-03-21,0.0,액션,1,1.0,0.0,1,1
470,821224300000000000,1075584,2372102000.0,283476,82.12243,19554.0,161492000.0,6.5,0.85,0.05,가디언즈,2012-11-29,0.0,애니메이션,3,0.0,1.0,1,0
707,784951800000000000,1075333,2418747500.0,311251,78.49518,138359.0,966698000.0,29.9,0.5,0.2,더 울버린,2013-07-25,0.0,액션,1,1.0,0.0,1,1
715,793215680000000000,1072006,1410233600.0,183174,79.321568,86565.0,591579000.0,6.6,0.45,0.15,몬스터 호텔 3,2018-08-08,0.0,애니메이션,3,1.0,0.0,1,1
855,805885728700000000,1069436,1899517093.0,242400,80.58857287,78467.0,571183100.0,26.8,0.45,0.2,오빠생각,2016-01-21,1.0,드라마,2,0.0,1.0,1,0
683,882133506300000000,1061412,2079948563.0,242864,88.21335063,42192.0,323237000.0,26.8,0.35,0.05,"날, 보러와요",2016-04-07,1.0,기타,0,0.0,0.0,0,1
411,795342800000000000,1059350,2669850500.0,339494,79.53428,37976.0,270742000.0,25.5,0.75,0.05,수상한 고객들,2011-04-14,1.0,코미디,1,0.0,1.0,1,1
1195,877466341000000000,1054963,2201963140.0,252833,87.7466341,109502.0,860453620.0,29.1,1.05,0.1,쥬만지: 넥스트 레벨,2019-12-11,0.0,액션,2,1.0,0.0,1,0
681,809881115200000000,1046313,1801920452.0,223764,80.98811152,97168.0,594482700.0,26.7,1.0,0.05,그놈이다,2015-10-28,1.0,기타,1,0.0,1.0,0,0
660,698339512600000000,1044522,1583311126.0,221965,69.83395126,125671.0,829715500.0,35.7,0.75,0.05,동창생,2013-11-06,1.0,액션,1,0.0,1.0,1,1
457,962146800000000000,1040636,1776299500.0,187715,96.21468,35458.0,322727000.0,10.5,0.25,0.1,점박이:한반도의 공룡3D,2012-01-26,1.0,애니메이션,3,0.0,1.0,1,0
190,782053861400000000,1030285,2500843000.0,314477,78.20538614,66505.0,488606200.0,18.8,0.75,0.25,파괴된 사나이,2010-07-01,1.0,드라마,0,0.0,0.0,0,1
854,848086461400000000,1028384,2098804714.0,238747,84.80864614,87805.0,699873800.0,28.3,0.4,0.05,지오스톰,2017-10-19,0.0,액션,2,1.0,0.0,1,1
435,759100850000000000,1027622,2118827000.0,271148,75.910085,58337.0,416459000.0,23.1,0.6,0.05,오직 그대만,2011-10-20,1.0,멜로/로맨스,1,0.0,1.0,1,1
399,772253400000000000,1027438,1962882000.0,239071,77.22534,48777.0,364122000.0,9.5,0.5,0.1,개구쟁이 스머프,2011-08-11,0.0,애니메이션,3,1.0,0.0,1,0
907,904799559400000000,1019309,3187685444.0,339042,90.47995594,145102.0,1026654200.0,22.4,0.25,0.1,로그 원: 스타워즈 스토리,2016-12-28,0.0,액션,2,1.0,0.0,1,1
585,741223300000000000,1015711,2657138000.0,347976,74.12233,95550.0,668125500.0,33.3,0.35,0.05,본 레거시,2012-09-06,0.0,액션,1,1.0,0.0,1,1
824,877784479500000000,1011580,2249634745.0,248861,87.77844795,98719.0,807398600.0,22.9,0.15,0.05,더 넌,2018-09-19,0.0,기타,1,1.0,0.0,1,0
445,753808350000000000,1006947,2315715000.0,293832,75.380835,51561.0,378654000.0,20.1,0.8,0.05,심장이 뛴다,2011-01-05,1.0,드라마,1,0.0,1.0,1,1
275,752811427600000000,1006833,2935605000.0,373974,75.28114276,47303.0,339988500.0,26.3,0.6,0.1,셔터 아일랜드,2010-03-18,0.0,드라마,1,0.0,1.0,1,1
328,1010634880000000000,1006075,3838442500.0,361383,101.063488,22031.0,228834300.0,11.8,0.25,0.1,라푼젤,2011-02-10,0.0,애니메이션,3,1.0,0.0,1,0
849,820488987600000000,1004347,2646216646.0,308367,82.04889876,132094.0,849163060.0,17.2,0.2,0.05,존 윅 3: 파라벨룸,2019-06-26,0.0,액션,0,0.0,0.0,0,0
831,861211171800000000,1002858,2058127718.0,232570,86.12111718,78615.0,632336000.0,21.3,0.75,0.05,스카이스크래퍼,2018-07-11,0.0,액션,2,1.0,0.0,1,1
671,844564567200000000,999047,2347738772.0,267646,84.45645672,61267.0,481538200.0,21.6,0.1,0.0333333333333333,맨 인 더 다크,2016-10-05,0.0,기타,0,1.0,0.0,1,0
1099,748464411200000000,990104,1855120412.0,238805,74.84644112,264711.0,1617241600.0,37.4,0.7333333333333333,0.0666666666666666,염력,2018-01-31,1.0,드라마,1,0.0,1.0,1,1
259,712936314100000000,989021,1867346500.0,244586,71.29363141,23996.0,170571000.0,13.3,0.4,0.0666666666666666,방가? 방가!,2010-09-30,1.0,코미디,2,0.0,0.0,0,1
594,780637780000000000,987420,1950201400.0,234776,78.063778,66643.0,480974200.0,29.2,0.6333333333333333,0.0666666666666666,방황하는 칼날,2014-04-10,1.0,범죄,0,0.0,1.0,1,1
435,735762300000000000,986547,1804931500.0,228284,73.57623,47998.0,346333500.0,17.3,0.5,0.0333333333333333,시체가 돌아왔다,2012-03-29,1.0,범죄,1,0.0,1.0,1,0
437,735716286900000000,984265,1676810469.0,221861,73.57162869,56370.0,404203300.0,6.1,0.5666666666666667,0.1,미쓰 와이프,2015-08-13,1.0,코미디,1,0.0,0.0,0,0
333,704399300000000000,979739,2328595500.0,306323,70.43993,10258.0,74117500.0,4.9,0.1,0.0333333333333333,파퍼씨네 펭귄들,2011-09-07,0.0,코미디,3,1.0,0.0,1,0
627,729964195800000000,979509,2235608658.0,282862,72.99641958,92373.0,665546000.0,21.5,0.6,0.0333333333333333,로보캅,2014-02-13,0.0,액션,2,1.0,0.0,1,1
474,719359600000000000,977470,2018583000.0,259784,71.93596,60371.0,429958500.0,19.0,0.3,0.0666666666666666,원더풀 라디오,2012-01-05,1.0,드라마,1,0.0,1.0,1,1
444,680888209900000000,975462,1607844582.0,220683,68.08882099,107365.0,721913500.0,26.8,0.2666666666666666,0.0333333333333333,돈 크라이 마미,2012-11-22,1.0,기타,1,0.0,0.0,0,0
471,670263900000000000,973703,1630346000.0,218343,67.02639,53747.0,365378500.0,6.9,0.4666666666666667,0.0333333333333333,에픽 : 숲속의 전설,2013-08-07,0.0,애니메이션,3,1.0,0.0,1,0
765,777747325800000000,971194,1911829638.0,230579,77.77473258,29603.0,216150500.0,7.6,0.4,0.1333333333333333,"고산자, 대동여지도",2016-09-07,1.0,기타,3,0.0,1.0,1,0
566,726325539900000000,970373,1554261699.0,198894,72.63255399,62171.0,448389600.0,24.3,0.7333333333333333,0.1,우리는 형제입니다,2014-10-23,1.0,코미디,2,0.0,1.0,1,0
521,858388609900000000,970275,3548689099.0,372315,85.83886099,177078.0,1605118000.0,16.5,0.4666666666666667,0.1666666666666666,프로메테우스,2012-06-06,0.0,기타,0,1.0,0.0,1,0
1198,780824295000000000,965624,2113501840.0,258720,78.0824295,147537.0,886118900.0,17.1,0.6,0.1,천문: 하늘에 묻는다,2019-12-26,1.0,기타,2,0.0,1.0,1,1
581,660658900000000000,963634,1536557000.0,217914,66.06589,94297.0,629058000.0,11.4,0.3333333333333333,0.0666666666666666,전국노래자랑,2013-05-01,1.0,코미디,2,0.0,1.0,1,0
1107,866668896100000000,959577,3358015861.0,335664,86.66688961,115246.0,966980200.0,27.5,0.1666666666666666,0.1,스타워즈: 라스트 제다이,2017-12-14,0.0,액션,2,1.0,0.0,1,0
1211,787124082300000000,958775,1862210553.0,222884,78.71240823,151261.0,1187248450.0,30.6,0.8,0.0333333333333333,나랏말싸미,2019-07-24,1.0,기타,3,0.0,0.0,0,0
507,737648100000000000,956154,2098720500.0,250941,73.76481,113999.0,822269000.0,19.7,0.2333333333333333,0.1333333333333333,잭 더 자이언트 킬러,2013-02-28,0.0,기타,2,1.0,0.0,1,1
621,740541556900000000,955175,1879461269.0,232983,74.05415569,73635.0,551479100.0,14.3,0.7333333333333333,0.0333333333333333,허삼관,2015-01-14,1.0,드라마,2,0.0,1.0,1,1
281,715789400000000000,953871,2323462500.0,290400,71.57894,79915.0,619707000.0,5.7,0.1333333333333333,0.0333333333333333,스텝업4 : 레볼루션,2012-08-15,0.0,멜로/로맨스,2,0.0,1.0,1,1
860,765433112500000000,951797,2109269425.0,254366,76.54331125,95271.0,713315600.0,28.6,0.6666666666666666,0.0666666666666666,불한당: 나쁜 놈들의 세상,2017-05-17,1.0,범죄,0,0.0,1.0,1,1
311,891948015500000000,946615,2211410500.0,218696,89.19480155,4770.0,41029000.0,1.9,0.1333333333333333,0.1,새미의 어드벤쳐,2010-12-15,0.0,애니메이션,3,0.0,1.0,1,0
378,687757679900000000,941672,2822983799.0,371403,68.77576799,93788.0,644020000.0,8.3,0.2333333333333333,0.0333333333333333,월터의 상상은 현실이 된다,2013-12-31,0.0,기타,2,1.0,0.0,1,0
525,654006050000000000,941615,1762804500.0,238425,65.400605,14114.0,99120500.0,4.0,0.5333333333333333,0.0333333333333333,크루즈 패밀리,2013-05-16,0.0,애니메이션,3,0.0,1.0,1,0
481,761815649000000000,939658,2857730290.0,343297,76.1815649,25214.0,189314900.0,5.2,0.2,0.0333333333333333,미 비포 유,2016-06-01,0.0,멜로/로맨스,2,1.0,0.0,1,0
272,690514088300000000,937029,1959571500.0,250326,69.05140883,48594.0,347061500.0,14.2,0.1,0.0666666666666666,평행이론,2010-02-18,1.0,기타,1,0.0,1.0,1,0
459,681997950000000000,929985,1575195500.0,201918,68.199795,12000.0,89109000.0,2.8,0.3,0.0666666666666666,뽀로로 극장판 슈퍼썰매 대모험,2013-01-23,1.0,애니메이션,3,0.0,1.0,1,1
464,708156694300000000,925813,1769522843.0,222596,70.81566943,81019.0,598757700.0,17.3,0.1333333333333333,0.0333333333333333,애나벨,2014-10-02,0.0,기타,1,1.0,0.0,1,0
421,635920800000000000,925108,1797102000.0,244423,63.59208,6262.0,39735500.0,1.3,0.1666666666666666,0.1333333333333333,슈퍼배드 2,2013-09-12,0.0,애니메이션,3,1.0,0.0,1,1
579,763349042100000000,921317,2113986651.0,247071,76.33490421,112370.0,964570000.0,11.6,0.6666666666666666,0.0333333333333333,매그니피센트 7,2016-09-14,0.0,액션,1,1.0,0.0,1,1
618,761047262400000000,918678,2186618975.0,251912,76.10472624,56814.0,455245100.0,21.3,0.2333333333333333,0.0333333333333333,갓 오브 이집트,2016-03-03,0.0,기타,2,0.0,0.0,0,1
361,658943550000000000,918183,1831749500.0,239435,65.894355,96214.0,702503500.0,8.3,0.1666666666666666,0.0666666666666666,주먹왕 랄프,2012-12-19,0.0,애니메이션,3,1.0,0.0,1,1
439,683442109500000000,915359,2678458500.0,343506,68.34421095,84722.0,599212000.0,30.7,0.5333333333333333,0.0333333333333333,투어리스트,2010-12-09,0.0,드라마,1,1.0,0.0,1,0
422,611375550000000000,904145,1277758000.0,179319,61.137555,18726.0,127945000.0,1.6,0.0666666666666666,0.1,썬더와 마법저택,2013-12-24,0.0,애니메이션,3,0.0,1.0,1,0
355,748988510000000000,903175,2030565300.0,239886,74.898851,26575.0,210779900.0,8.9,0.2333333333333333,0.0333333333333333,월요일이 사라졌다,2018-02-22,0.0,액션,1,0.0,0.0,1,0
479,634529350000000000,900054,1468531000.0,198356,63.452935,172469.0,1242898000.0,13.2,0.3333333333333333,0.0333333333333333,점쟁이들,2012-10-03,1.0,코미디,1,0.0,1.0,1,1
1085,699474817300000000,897548,1768239473.0,216427,69.94748173,274510.0,1692595700.0,24.9,0.6333333333333333,0.1,인랑,2018-07-25,1.0,기타,1,1.0,0.0,1,1
535,759112450000000000,893027,2199173000.0,239530,75.911245,71799.0,629047000.0,31.5,0.6,0.1,타이탄의 분노,2012-03-29,0.0,액션,2,1.0,0.0,1,0
837,733142260700000000,888386,1958970207.0,224114,73.31422607,76925.0,607948000.0,21.9,0.1,0.0666666666666666,그것,2017-09-06,0.0,기타,1,1.0,0.0,1,0
489,608022150000000000,884885,1313395000.0,178356,60.802215,53476.0,360754000.0,10.6,0.2666666666666666,0.1,몬스터 호텔,2013-01-17,0.0,애니메이션,3,1.0,0.0,1,1
414,868817550000000000,875481,3275217500.0,304441,86.881755,38769.0,393582500.0,21.7,0.2333333333333333,0.0666666666666666,메가마인드,2011-01-13,0.0,애니메이션,3,0.0,1.0,1,1
758,654261950000000000,874967,1092117400.0,140632,65.426195,162242.0,1145177500.0,8.2,0.3,0.1333333333333333,극장판 헬로카봇 : 백악기 시대,2018-08-01,1.0,애니메이션,3,0.0,1.0,1,0
351,666143500000000000,873396,2606658000.0,326981,66.61435,35337.0,250591500.0,8.6,0.4666666666666667,0.0333333333333333,디스 민즈 워,2012-02-29,0.0,액션,1,1.0,0.0,1,1
431,641453834900000000,873079,1942653500.0,250264,64.14538349,56202.0,407428500.0,32.5,0.1,0.0333333333333333,스카이 라인,2010-11-24,0.0,액션,2,0.0,0.0,0,0
320,590104598700000000,872594,1154161500.0,162101,59.01045987,98937.0,659675500.0,18.4,0.1666666666666666,0.0333333333333333,고死 두 번째 이야기: 교생실습,2010-07-28,1.0,기타,1,0.0,1.0,1,1
512,609779200000000000,870785,1703900000.0,230557,60.97792,64960.0,426604500.0,21.5,0.5666666666666667,0.1333333333333333,열한시,2013-11-28,1.0,기타,1,0.0,1.0,1,0
381,587383350000000000,870065,1275663500.0,177219,58.738335,9957.0,64242500.0,2.1,0.2,0.0333333333333333,몬스터 대학교,2013-09-12,0.0,애니메이션,3,1.0,0.0,1,1
478,565541550000000000,869805,1187088500.0,173681,56.554155,92058.0,596053000.0,7.0,0.2,0.0666666666666666,개구쟁이 스머프 2,2013-08-01,0.0,애니메이션,3,1.0,0.0,1,0
361,593984050000000000,867386,1053713000.0,145988,59.398405,16702.0,116850500.0,5.4,0.4666666666666667,0.0333333333333333,미확인 동영상 : 절대클릭금지,2012-05-30,1.0,기타,1,0.0,1.0,1,0
707,664538516300000000,864757,2594405463.0,323682,66.45385163,94340.0,556848900.0,17.7,0.2666666666666666,0.1333333333333333,오리엔트 특급 살인,2017-11-29,0.0,드라마,2,1.0,0.0,1,1
991,764921664000000000,862744,2175317420.0,227564,76.4921664,122589.0,1063810560.0,18.5,0.6666666666666666,0.0333333333333333,엑스맨: 다크 피닉스,2019-06-05,0.0,액션,2,1.0,0.0,1,0
593,719697071700000000,858402,1959397477.0,222047,71.96970717,84540.0,554446600.0,16.5,0.2333333333333333,0.1666666666666666,레전드 오브 타잔,2016-06-29,0.0,액션,2,1.0,0.0,1,0
646,698645673700000000,855980,1716336937.0,201830,69.86456737,80774.0,618816400.0,29.1,0.5666666666666667,0.0666666666666666,살인의뢰,2015-03-12,1.0,범죄,0,0.0,0.0,0,1
630,640005804400000000,854377,2215556744.0,283167,64.00058044,88152.0,638324600.0,22.1,0.6,0.1,헝거게임: 모킹제이,2014-11-20,0.0,기타,1,0.0,1.0,1,0
1151,745543957000000000,851040,2184582920.0,239685,74.5543957,115203.0,971377390.0,29.9,0.7333333333333333,0.0666666666666666,맨 인 블랙: 인터내셔널,2019-06-12,0.0,액션,2,0.0,1.0,1,0
637,657277433700000000,848148,1904246337.0,234990,65.72774337,73132.0,545910500.0,13.3,0.2666666666666666,0.0333333333333333,좋아해줘,2016-02-17,1.0,멜로/로맨스,2,0.0,1.0,1,0
444,630051450000000000,844103,2403086500.0,306882,63.005145,102565.0,729896500.0,25.3,0.2666666666666666,0.0333333333333333,만추,2011-02-17,1.0,멜로/로맨스,1,0.0,1.0,1,1
809,627696340200000000,837500,1505100202.0,190990,62.76963402,136240.0,800909400.0,21.3,0.6333333333333333,0.0333333333333333,대립군,2017-05-31,1.0,드라마,1,1.0,0.0,1,0
508,721867050000000000,837426,1990997500.0,211589,72.186705,41747.0,378683500.0,23.6,0.2333333333333333,0.0666666666666666,존 카터: 바숨 전쟁의 서막,2012-03-08,0.0,기타,2,1.0,0.0,1,0
407,614661050000000000,831804,1785434000.0,228733,61.466105,35631.0,256088000.0,11.8,0.6,0.0333333333333333,체포왕,2011-05-04,1.0,코미디,1,0.0,1.0,1,0
634,638529588000000000,827918,1717964980.0,213174,63.8529588,144967.0,1056941500.0,26.8,0.9333333333333332,0.0333333333333333,손님,2015-07-09,1.0,기타,1,0.0,1.0,1,1
409,639665062000000000,825517,1542181920.0,191674,63.9665062,38555.0,288966400.0,7.3,0.2,0.0333333333333333,인시디어스 3,2015-07-09,0.0,기타,1,1.0,0.0,1,1
803,620389730000000000,824079,1093529800.0,137767,62.038973,20700.0,143674000.0,6.7,0.3333333333333333,0.0333333333333333,뽀로로 극장판 공룡섬 대모험,2017-12-07,1.0,애니메이션,3,0.0,1.0,1,0
428,590729750000000000,821918,1479390000.0,198233,59.072975,45840.0,311539500.0,8.5,0.6666666666666666,0.1,남쪽으로 튀어,2013-02-06,1.0,코미디,1,0.0,1.0,1,1
778,668850921400000000,821419,2396693714.0,284626,66.88509214,51772.0,388963100.0,20.2,0.2,0.0333333333333333,베이비 드라이버,2017-09-14,0.0,액션,1,1.0,0.0,1,1
509,667858587400000000,820995,2641542374.0,314889,66.78585874,41530.0,242184200.0,5.6,0.2,0.0333333333333333,브리짓 존스의 베이비,2016-09-28,0.0,코미디,1,1.0,0.0,1,0
717,610292319000000000,817547,1380911550.0,201881,61.0292319,34635.0,258030910.0,7.1,0.1666666666666666,0.0333333333333333,레드슈즈,2019-07-25,1.0,애니메이션,3,0.0,1.0,1,0
644,672182050000000000,814023,2231009500.0,254024,67.218205,26272.0,227288500.0,14.7,0.3333333333333333,0.1,틴틴 : 유니콘호의 비밀,2011-12-07,0.0,애니메이션,3,0.0,1.0,1,0
535,677990802300000000,809755,2013490023.0,227317,67.79908023,44675.0,391556900.0,16.0,0.4333333333333333,0.0666666666666666,하트 오브 더 씨,2015-12-03,0.0,액션,2,1.0,0.0,1,0
661,607067916300000000,806709,2032143445.0,257953,60.70679163,46781.0,356712800.0,13.1,0.6,0.1,헝거게임: 더 파이널,2015-11-18,0.0,액션,1,0.0,1.0,1,1
317,596312650000000000,806248,2670236000.0,344099,59.631265,26011.0,182514500.0,15.4,0.3,0.1,킹스 스피치,2011-03-17,0.0,드라마,2,0.0,0.0,0,1
545,542321300000000000,800062,1182203500.0,162353,54.23213,11643.0,74933500.0,3.4,0.2666666666666666,0.0333333333333333,하늘에서 음식이 내린다면 2,2013-11-21,0.0,애니메이션,3,1.0,0.0,1,0
544,580973543300000000,799275,1446480033.0,189714,58.09735433,101033.0,690142700.0,17.3,0.3333333333333333,0.0333333333333333,카트,2014-11-13,1.0,드라마,2,0.0,0.0,1,0
330,589042404200000000,791173,1983672000.0,253638,58.90424042,39099.0,280770500.0,15.2,0.5333333333333333,0.0666666666666666,A-특공대,2010-06-10,0.0,액션,1,1.0,0.0,1,1
305,558716600000000000,790954,1093550000.0,146776,55.87166,18589.0,134221000.0,8.3,0.1,0.0333333333333333,화이트: 저주의 멜로디,2011-06-09,1.0,기타,1,0.0,1.0,1,0
466,620243396400000000,790158,1904029164.0,236326,62.02433964,108567.0,828912900.0,9.6,0.4333333333333333,0.0666666666666666,상의원,2014-12-24,1.0,기타,1,0.0,1.0,1,0
431,575857700000000000,784031,1767476500.0,230355,57.58577,75139.0,529329000.0,15.6,0.4333333333333333,0.1,잭 리처,2013-01-17,0.0,액션,1,0.0,1.0,1,1
591,580878950000000000,773996,1798198300.0,231102,58.087895,58083.0,401253500.0,13.0,0.4,0.0666666666666666,관능의 법칙,2014-02-13,1.0,드라마,0,0.0,1.0,1,1
168,601239598200000000,773649,3516635882.0,444985,60.12395982,8041.0,59262500.0,2.8,0.2666666666666666,0.0333333333333333,그랜드 부다페스트 호텔,2014-03-20,0.0,기타,0,1.0,0.0,1,0
476,573982450000000000,771699,1634205500.0,208701,57.398245,54996.0,398245000.0,20.7,0.5333333333333333,0.0333333333333333,푸른소금,2011-08-31,1.0,액션,1,0.0,1.0,1,1
471,531718540400000000,768971,1274113835.0,176961,53.17185404,65664.0,418311000.0,9.2,0.4333333333333333,0.0333333333333333,나는 왕이로소이다,2012-08-08,1.0,기타,2,0.0,1.0,1,1
867,631341616300000000,768442,1519155763.0,181389,63.13416163,131795.0,843052500.0,24.3,0.5333333333333333,0.0333333333333333,상류사회,2018-08-29,1.0,드라마,0,0.0,1.0,1,0
736,588626890000000000,766758,1016498870.0,126872,58.862689,16260.0,113249440.0,1.5,0.3,0.0333333333333333,뽀로로 극장판 보물섬 대모험,2019-04-25,1.0,애니메이션,3,0.0,1.0,1,0
957,644049265700000000,765963,1392248057.0,159549,64.40492657,63660.0,503920900.0,28.5,0.6,0.0333333333333333,레슬러,2018-05-09,1.0,드라마,1,0.0,1.0,1,0
383,552918500000000000,765315,1122505000.0,146284,55.29185,7697.0,55716000.0,2.5,0.1333333333333333,0.0333333333333333,토르: 마법망치의 전설,2012-02-09,0.0,애니메이션,3,0.0,1.0,1,1
599,642220236500000000,765259,1676603015.0,193951,64.22202365,71038.0,475128400.0,12.5,0.2,0.1666666666666666,레지던트 이블: 파멸의 날,2017-01-25,0.0,액션,0,1.0,0.0,1,0
807,628597088400000000,764072,1900110084.0,222563,62.85970884,114618.0,749148100.0,25.2,0.3333333333333333,0.0666666666666666,공각기동대 : 고스트 인 더 쉘,2017-03-29,0.0,기타,1,0.0,1.0,1,1
598,563114690000000000,761404,1224776100.0,159313,56.311469,45775.0,325064000.0,5.5,0.4666666666666667,0.1,리오 2,2014-05-01,0.0,애니메이션,3,1.0,0.0,1,0
702,609772153900000000,757430,1497661939.0,177946,60.97721539,33686.0,252358900.0,15.3,0.2,0.0666666666666666,스플릿,2016-11-09,1.0,드라마,1,0.0,0.0,1,0
323,579550700000000000,744387,1934275000.0,238850,57.95507,29696.0,223415800.0,3.4,0.2,0.0333333333333333,"안녕, 헤이즐",2014-08-13,0.0,드라마,2,1.0,0.0,1,1
322,546649951100000000,742475,1378973500.0,176464,54.66499511,54064.0,385891000.0,16.2,0.1333333333333333,0.0333333333333333,주유소 습격사건 2,2010-01-21,1.0,액션,1,0.0,0.0,0,1
523,590820397900000000,731551,1743777879.0,207959,59.08203979,36440.0,273311600.0,15.5,0.5,0.0333333333333333,런던 해즈 폴른,2016-03-10,0.0,액션,1,0.0,0.0,0,1
501,534379700000000000,731212,1474402500.0,192286,53.43797,47976.0,328675000.0,9.7,0.6333333333333333,0.0333333333333333,더 파이브,2013-11-14,1.0,기타,0,0.0,1.0,1,0
1143,609316769000000000,728328,2092864760.0,240803,60.9316769,186889.0,1565114230.0,19.3,0.1666666666666666,0.1,캣츠,2019-12-24,0.0,기타,2,1.0,0.0,1,1
722,600847617600000000,723450,2397450086.0,276005,60.08476176,40476.0,313158050.0,11.2,0.3,0.0333333333333333,스파이더맨: 뉴 유니버스,2018-12-12,0.0,애니메이션,2,1.0,0.0,1,0
1183,610416495400000000,723414,1317227754.0,149475,61.04164954,105255.0,839276950.0,40.3,0.6333333333333333,0.1,물괴,2018-09-12,1.0,액션,1,0.0,1.0,1,1
638,602724306600000000,720558,1575923166.0,184908,60.27243066,21887.0,175564100.0,9.2,0.2333333333333333,0.0333333333333333,미쓰백,2018-10-11,1.0,드라마,1,0.0,0.0,1,0
531,549976790000000000,716386,1654573800.0,205943,54.997679,34177.0,261508600.0,15.6,0.4,0.1333333333333333,신데렐라,2015-03-19,0.0,멜로/로맨스,3,1.0,0.0,1,1
286,539501950000000000,714102,1709358000.0,217988,53.950195,40493.0,294115500.0,17.4,0.3333333333333333,0.0333333333333333,풍산개,2011-06-23,1.0,드라마,0,0.0,1.0,1,1
610,597284796300000000,709734,1655498463.0,180321,59.72847963,89080.0,730179600.0,25.2,0.1,0.0666666666666666,고질라,2014-05-15,0.0,액션,2,1.0,0.0,1,0
261,470569221000000000,707748,988226500.0,143504,47.0569221,32269.0,212082000.0,7.4,0.6333333333333333,0.0333333333333333,마음이2,2010-07-21,1.0,드라마,3,0.0,1.0,1,1
562,542432494200000000,703024,1319827542.0,166219,54.24324942,61508.0,446883400.0,6.2,0.5,0.0333333333333333,국가대표 2,2016-08-10,1.0,드라마,2,0.0,0.0,0,0
