,영화명,개봉일,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분,개봉연도,평균 제작비,국내배급사,상장배급사,주요배급사,개봉일관객수,개봉일매출액,개봉일매출비율,타겟,대표코드
609,패신저스,2017-01-04,0.0,608,5467466918,668576,1753464218.0,208036,어드벤처,2,1,2017,26.3,1.0,0.0,1,85044.0,652157500.0,15.6,1,20161084
610,퍼스트맨,2018-10-18,0.0,1190,6094765639,665364,2286908439.0,234728,SF,2,1,2018,26.8,1.0,0.0,1,70842.0,616795600.0,32.8,0,20186321
611,하늘에서 음식이 내린다면,2010-02-11,0.0,281,5500218152,665096,1686106500.0,187169,애니메이션,3,1,2010,21.6,1.0,0.0,1,17734.0,145374500.0,5.0,0,20090718
612,나이브스 아웃,2019-12-04,0.0,686,5608637210,662874,2397623520.0,278017,미스터리,2,1,2019,29.0,0.0,0.0,1,39346.0,289515820.0,10.2,1,20198430
613,삼총사 3D,2011-10-12,0.0,510,5710755500,657564,2047683000.0,217628,액션,2,1,2011,22.7,0.0,1.0,1,37479.0,331937000.0,19.6,1,20112651
614,샤잠!,2019-04-03,0.0,1148,5730673797,656492,1794508367.0,196571,액션,2,1,2019,29.0,1.0,0.0,1,86809.0,721173930.0,34.9,0,20196244
615,날씨의 아이,2019-10-30,0.0,716,5413288410,655876,1724015230.0,199937,애니메이션,1,1,2019,29.0,0.0,0.0,0,71143.0,429388720.0,10.1,0,20190280
616,열정같은소리하고있네,2015-11-25,1.0,566,4761399902,654407,1351744002.0,177071,드라마,1,1,2015,19.9,0.0,1.0,1,59737.0,354687300.0,11.3,1,20156748
617,아이 엠 넘버 포,2011-02-24,0.0,284,4955215500,654386,1576235000.0,197802,액션,2,1,2011,22.7,1.0,0.0,1,45495.0,326395000.0,13.3,1,20119420
618,엔더스 게임,2013-12-31,0.0,460,4925056000,654212,1564711500.0,199025,SF,2,1,2013,21.4,0.0,1.0,1,125787.0,913825000.0,11.8,1,20131246
619,그날의 분위기,2016-01-14,1.0,592,5142899612,652453,1404786825.0,171304,멜로/로맨스,1,1,2016,24.0,0.0,1.0,1,67607.0,511107000.0,17.1,1,20068576
620,오션스,2010-07-28,0.0,217,4473889375,650994,1145436000.0,158175,다큐멘터리,3,0,2010,21.6,0.0,1.0,1,28859.0,196024500.0,5.5,0,20090953
621,아빠는 딸,2017-04-12,1.0,520,5047634395,646412,1154175195.0,141570,코미디,2,1,2017,26.3,0.0,0.0,0,33396.0,244461600.0,10.1,1,20151227
622,사냥,2016-06-29,1.0,696,4912658515,645922,1275511815.0,162472,액션,1,1,2016,24.0,0.0,1.0,1,161021.0,961451300.0,28.7,0,20154906
623,리오,2011-07-27,0.0,333,5022007500,645191,1246908000.0,148653,애니메이션,3,1,2011,22.7,1.0,0.0,1,28871.0,230434000.0,8.6,0,20110657
624,나를 찾아줘(한),2019-11-27,1.0,875,5117014620,645082,1211838780.0,146847,스릴러,1,1,2019,29.0,1.0,0.0,1,108735.0,650958700.0,12.5,0,20185161
625,명탐정 코난 : 침묵의 15분,2011-08-03,0.0,275,4209588000,644216,853386500.0,124473,애니메이션,3,1,2011,22.7,0.0,0.0,0,38174.0,248638500.0,5.7,1,20110911
626,머니볼,2011-11-17,0.0,385,4677562000,641099,2129201500.0,277225,드라마,2,1,2011,22.7,1.0,0.0,1,35378.0,249190000.0,15.3,0,20112311
627,광대들: 풍문조작단,2019-08-21,1.0,806,5226776088,637021,1097148968.0,129821,사극,2,1,2019,29.0,1.0,0.0,1,83073.0,662099850.0,17.7,0,20185985
628,스노우 화이트 앤 더 헌츠맨,2012-05-30,0.0,447,4646250000,636631,1477032000.0,191591,액션,2,1,2012,20.3,1.0,0.0,1,30024.0,211254500.0,9.8,0,20113745
629,널 기다리며,2016-03-10,1.0,551,5232611336,634953,1188915987.0,138898,스릴러,0,1,2016,24.0,0.0,1.0,1,41956.0,322557500.0,18.3,1,20145396
630,플랜맨,2014-01-09,1.0,458,4528561558,632299,1107270058.0,147025,드라마,1,1,2014,20.1,0.0,1.0,1,54251.0,367503500.0,12.1,1,20138224
631,컨택트,2017-02-02,0.0,605,5174020721,629322,2112362621.0,249789,SF,2,1,2017,26.3,1.0,0.0,1,54584.0,407616000.0,13.5,1,20179281
632,조선마술사,2015-12-30,1.0,608,4650016527,628576,1107370838.0,144953,드라마,2,1,2015,19.9,0.0,1.0,1,115456.0,706255000.0,15.5,1,20144442
633,명탐정 코난: 천공의 난파선,2010-07-21,0.0,234,4065925171,628423,805351500.0,118938,애니메이션,3,1,2010,21.6,0.0,0.0,0,10726.0,68412500.0,2.4,0,20100378
634,설리: 허드슨강의 기적,2016-09-28,0.0,573,5234170754,627102,1679863954.0,192870,드라마,2,1,2016,24.0,1.0,0.0,1,33583.0,203703400.0,4.7,0,20168891
635,더 임파서블,2013-01-17,0.0,408,4444581500,622572,1193576000.0,161126,액션,2,1,2013,21.4,0.0,1.0,1,52425.0,364544000.0,10.7,1,20121861
636,아더 크리스마스,2011-11-25,0.0,356,4779642000,622286,1276658000.0,153783,애니메이션,3,1,2011,22.7,1.0,0.0,1,12039.0,96837000.0,4.7,0,20112972
637,눈의 여왕 2: 트롤의 마법거울,2014-12-24,0.0,479,4482452600,618598,858046900.0,113356,애니메이션,3,0,2014,20.1,0.0,0.0,0,14964.0,104070400.0,1.2,0,20143344
638,인 타임,2011-10-27,0.0,304,4579554500,616943,1724354000.0,220645,SF,2,1,2011,22.7,1.0,0.0,1,36097.0,260102000.0,15.6,1,20112704
639,특종: 량첸살인기,2015-10-22,1.0,776,4754763118,616481,1319649718.0,165767,스릴러,1,1,2015,19.9,0.0,1.0,1,64516.0,483123800.0,21.0,1,20145504
640,잭 리처: 네버 고 백,2016-11-30,0.0,667,4647326258,612328,1384339358.0,176367,액션,1,1,2016,24.0,0.0,1.0,1,111255.0,656290300.0,17.6,1,20166363
641,미쓰GO,2012-06-21,1.0,440,4441859000,611685,1194708500.0,155409,액션,1,1,2012,20.3,0.0,1.0,1,58579.0,408312500.0,19.8,1,20113532
642,서부전선,2015-09-24,1.0,509,4751661400,609063,1045890400.0,128610,전쟁,2,1,2015,19.9,0.0,1.0,1,47432.0,349709600.0,11.7,0,20140193
643,그린 존,2010-03-25,0.0,280,4534073117,606841,1764722500.0,224900,드라마,1,1,2010,21.6,0.0,0.0,0,35270.0,252613000.0,21.7,1,20090948
644,헝거게임: 판엠의 불꽃,2012-04-05,0.0,514,4470681000,606531,1781865500.0,231022,액션,1,1,2012,20.3,0.0,1.0,1,39051.0,279939000.0,16.8,0,20124127
645,이층의 악당,2010-11-24,1.0,384,4332815318,605224,1469062000.0,193993,코미디,1,1,2010,21.6,0.0,0.0,0,22366.0,157843500.0,12.6,0,20101113
646,피에타,2012-09-06,1.0,291,4354008500,602967,1733182500.0,231026,드라마,0,0,2012,20.3,0.0,1.0,1,8672.0,59581000.0,3.0,1,20124934
647,다이노소어 어드벤처 3D,2013-12-19,0.0,464,4860516500,599963,1098977000.0,128585,액션,3,1,2013,21.4,1.0,0.0,1,11259.0,97371500.0,2.7,1,20134984
648,반가운 살인자,2010-04-08,1.0,261,4347073175,599176,1236642000.0,163606,코미디,1,1,2010,21.6,0.0,1.0,1,24304.0,169889000.0,16.7,1,20100129
649,우는 남자,2014-06-04,1.0,508,4883740800,599050,1416378800.0,167680,액션,0,1,2014,20.1,0.0,1.0,1,121991.0,1020588600.0,11.9,0,20132482
650,콜롬비아나,2011-08-31,0.0,397,4514940000,598373,1515451500.0,192192,액션,1,1,2011,22.7,0.0,1.0,1,28186.0,203374500.0,10.6,0,20111671
651,타잔 3D,2014-01-09,0.0,527,4452845000,597142,974501500.0,124008,애니메이션,3,1,2014,20.1,0.0,0.0,0,40777.0,296202000.0,9.7,1,20134533
652,레터스 투 줄리엣,2010-10-06,0.0,284,4343347481,593630,1949740500.0,254400,멜로/로맨스,2,1,2010,21.6,0.0,1.0,1,5802.0,43691000.0,4.0,1,20100975
653,황제를 위하여,2014-06-11,1.0,423,4751881771,592041,970871571.0,115829,액션,0,1,2014,20.1,0.0,0.0,0,39397.0,308866100.0,14.9,1,20134591
654,맨 온 렛지,2012-02-22,0.0,408,4393531500,591841,1529425000.0,196445,범죄,1,1,2012,20.3,0.0,1.0,1,28012.0,201023500.0,10.7,1,20124420
655,패션왕,2014-11-06,1.0,523,4338223379,591125,991436179.0,128375,코미디,1,1,2014,20.1,0.0,1.0,1,48348.0,356030000.0,13.5,1,20147129
656,그것: 두 번째 이야기,2019-09-04,0.0,999,5107465367,591043,1404236307.0,157197,스릴러,1,1,2019,29.0,1.0,0.0,1,58276.0,484698620.0,22.6,1,20192804
657,47 미터,2017-07-19,0.0,733,4686022657,590036,1043910157.0,125764,스릴러,1,1,2017,26.3,0.0,0.0,1,72116.0,535406300.0,24.6,0,20177181
658,극장판 헬로카봇 : 달나라를 구해줘!,2019-09-04,1.0,889,4553434150,587818,687159820.0,84670,애니메이션,3,1,2019,29.0,0.0,1.0,1,27938.0,202041420.0,9.4,1,20193821
659,더 울프 오브 월스트리트,2014-01-09,0.0,395,4490682000,585082,2130174000.0,271592,범죄,0,1,2014,20.1,0.0,0.0,0,38282.0,275014000.0,9.0,1,20136812
660,퀴즈왕,2010-09-16,1.0,323,4258992759,583183,1249453000.0,164631,코미디,1,1,2010,21.6,0.0,0.0,0,16061.0,111886000.0,5.9,1,20100813
661,마법사의 제자,2010-07-21,0.0,298,4132049517,582698,1213116000.0,163071,드라마,3,1,2010,21.6,1.0,0.0,1,43422.0,303632000.0,10.6,0,20100381
662,다크 섀도우,2012-05-10,0.0,394,4326459000,582126,1488456500.0,189955,드라마,1,1,2012,20.3,1.0,0.0,1,57275.0,415465500.0,20.0,0,20125866
663,어린왕자,2015-12-23,0.0,494,4336252627,579130,1389264338.0,177032,애니메이션,3,0,2015,19.9,0.0,0.0,0,28252.0,195095500.0,5.8,1,20155563
664,인시디어스: 두번째 집,2013-12-05,0.0,405,4001207000,577758,1051192000.0,143845,공포(호러),1,1,2013,21.4,1.0,0.0,1,47414.0,318391500.0,17.3,0,20135657
665,백설공주,2012-05-03,0.0,386,4038223000,576150,1287829500.0,174825,판타지,3,1,2012,20.3,0.0,1.0,1,26499.0,185493000.0,7.1,0,20125426
666,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,1.0,752,4485905140,575353,724293890.0,88888,애니메이션,3,1,2019,29.0,0.0,1.0,1,48839.0,352468520.0,6.8,1,20185478
667,채피,2015-03-12,0.0,536,4620348654,573657,1430685654.0,167768,액션,1,1,2015,19.9,1.0,0.0,1,45334.0,358404600.0,16.8,1,20156402
668,섀도우 헌터스: 뼈의 도시,2013-09-12,0.0,374,4034176500,571074,1158559000.0,156564,판타지,1,1,2013,21.4,0.0,1.0,1,34177.0,225299000.0,7.5,1,20129588
669,루퍼,2012-10-11,0.0,386,4252182000,570010,1805984000.0,232553,SF,0,1,2012,20.3,0.0,0.0,0,33094.0,233054500.0,10.7,1,20128270
670,앨빈과 슈퍼밴드3,2011-12-15,0.0,327,3763147000,569773,833551500.0,120514,애니메이션,3,1,2011,22.7,1.0,0.0,1,9569.0,61235000.0,2.1,0,20113311
671,화이트 하우스 다운,2013-06-27,0.0,480,4015707500,569500,1348600000.0,184731,액션,1,1,2013,21.4,1.0,0.0,1,60803.0,396016500.0,15.4,1,20137815
672,이스케이프 룸,2019-03-14,0.0,850,5007420664,563114,1360092834.0,149452,액션,1,1,2019,29.0,1.0,0.0,1,52817.0,444984780.0,22.9,0,20197283
673,파파,2012-02-01,1.0,414,3866065500,562156,1001172500.0,140728,가족,2,1,2012,20.3,0.0,1.0,1,25252.0,173001500.0,8.5,0,20113643
674,스텝 업: 올 인,2014-09-03,0.0,325,4313097134,560620,1112615734.0,138461,드라마,2,1,2014,20.1,0.0,0.0,0,32719.0,241417000.0,5.2,0,20149930
675,싱 스트리트,2016-05-19,0.0,494,4488377672,560578,1924616772.0,236329,드라마,1,0,2016,24.0,0.0,0.0,1,23170.0,178996800.0,7.2,1,20163018
676,레지던트 이블 5 : 최후의 심판,2012-09-13,0.0,368,4757460500,558433,1494514500.0,164990,액션,0,1,2012,20.3,1.0,0.0,1,57821.0,492792000.0,19.7,1,20127401
677,인시디어스4: 라스트 키,2018-01-31,0.0,769,4301309864,554521,985318264.0,123478,공포(호러),1,1,2018,26.8,1.0,0.0,1,102991.0,628833500.0,14.6,0,20178126
678,양자물리학,2019-09-25,1.0,799,4526478380,553879,1152440160.0,137943,범죄,1,1,2019,29.0,0.0,0.0,0,53451.0,323242370.0,13.0,0,20194456
679,아이스 에이지: 지구 대충돌,2016-07-20,0.0,580,4092484600,553760,920145300.0,116487,애니메이션,3,1,2016,24.0,1.0,0.0,1,14207.0,103244000.0,1.3,0,20161286
680,그린치,2018-12-19,0.0,724,4188466900,552962,978246100.0,122641,애니메이션,3,1,2018,26.8,1.0,0.0,1,11938.0,80214500.0,1.6,0,20182421
681,메카닉: 리크루트,2016-08-31,0.0,320,4458200800,551897,1177943300.0,142121,액션,1,1,2016,24.0,0.0,0.0,0,95756.0,596154400.0,20.4,1,20167261
682,극장판 요괴워치: 탄생의 비밀이다냥!,2015-07-22,0.0,509,3886775100,550728,601746400.0,82667,애니메이션,3,1,2015,19.9,0.0,1.0,1,35073.0,246330600.0,4.7,0,20150501
683,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,1.0,672,4293073300,550059,692247500.0,85793,애니메이션,3,1,2018,26.8,0.0,1.0,1,154579.0,1234641300.0,7.5,0,20183785
684,너는 펫,2011-11-10,1.0,341,3798398000,540972,1097757500.0,148666,멜로/로맨스,2,1,2011,22.7,0.0,1.0,1,54892.0,359683000.0,13.2,0,20111928
685,"그날, 바다",2018-04-12,1.0,611,4445554528,540558,1157399300.0,136574,다큐멘터리,1,0,2018,26.8,0.0,0.0,1,24593.0,192056800.0,9.4,0,20182352
686,툼레이더,2018-03-08,0.0,806,4500905762,540410,1147492762.0,131406,액션,2,1,2018,26.8,1.0,0.0,1,59418.0,460361800.0,23.4,1,20180564
687,애프터 어스,2013-05-30,0.0,484,3831856167,537920,1266901167.0,168880,SF,2,1,2013,21.4,1.0,0.0,1,70044.0,469459500.0,22.0,0,20137426
688,메리와 마녀의 꽃,2017-12-07,0.0,751,4064258739,535354,1100455439.0,137880,애니메이션,3,1,2017,26.3,0.0,1.0,0,40101.0,293485000.0,13.8,1,20174585
689,페르디난드,2018-01-03,0.0,698,3854216500,533776,667415700.0,88198,애니메이션,3,1,2018,26.8,1.0,0.0,1,55641.0,377615000.0,7.7,1,20177104
690,사이코메트리,2013-03-07,1.0,429,3964769129,531953,1133052129.0,145312,미스터리,0,1,2013,21.4,0.0,1.0,1,46160.0,320415500.0,19.4,1,20134407
691,버닝,2018-05-17,1.0,739,4714345098,528153,1765445398.0,194098,미스터리,0,1,2018,26.8,0.0,1.0,0,54088.0,446362600.0,13.1,0,20173202
692,챔프,2011-09-07,1.0,288,3805721000,528149,962576500.0,126060,드라마,2,1,2011,22.7,0.0,1.0,1,9107.0,64528000.0,4.2,0,20112082
693,7년의 밤,2018-03-28,1.0,872,3969337524,528007,1046793224.0,133744,스릴러,1,1,2018,26.8,0.0,1.0,1,124688.0,737244400.0,19.3,1,20154908
694,메가로돈,2018-08-15,0.0,601,4510731497,527331,996870197.0,111268,액션,2,1,2018,26.8,1.0,0.0,1,157303.0,1363704400.0,8.5,1,20183584
695,러브 & 드럭스,2011-01-13,0.0,284,4125733000,527077,2020856000.0,250187,멜로/로맨스,0,1,2011,22.7,1.0,0.0,1,34207.0,254246000.0,14.0,1,20110031
696,몬스터,2014-03-13,1.0,527,4136202515,526282,1110307115.0,135839,스릴러,0,1,2014,20.1,0.0,1.0,1,67380.0,499372600.0,27.0,0,20136060
697,콰이어트 플레이스,2018-04-12,0.0,677,4580889849,526073,1445057049.0,161329,공포(호러),1,1,2018,26.8,0.0,1.0,1,35950.0,288307000.0,14.0,0,20181788
698,명탐정 코난: 11번째 스트라이커,2012-07-19,0.0,350,3363777000,524914,657372500.0,97846,애니메이션,2,1,2012,20.3,0.0,1.0,1,13507.0,87312000.0,2.0,0,20127306
699,언노운,2011-02-17,0.0,186,3953681000,522794,1547034000.0,195647,드라마,1,1,2011,22.7,1.0,0.0,1,30054.0,218881500.0,7.6,1,20119429
700,헬머니,2015-03-05,1.0,422,4096141972,519983,799976772.0,98593,코미디,0,1,2015,19.9,0.0,1.0,1,35936.0,269220500.0,14.0,0,20148841
701,퍼시 잭슨과 괴물의 바다,2013-09-12,0.0,409,3791349609,519584,1005494109.0,127666,판타지,2,1,2013,21.4,1.0,0.0,1,12304.0,87422500.0,2.9,1,20137562
702,얼라이드,2017-01-11,0.0,546,4278041179,518886,1600695179.0,190720,스릴러,1,1,2017,26.3,0.0,1.0,1,43776.0,330131300.0,10.4,1,20168381
703,호두까기 인형과 4개의 왕국,2018-12-06,0.0,294,4153747200,518272,1221527400.0,146274,판타지,3,1,2018,26.8,1.0,0.0,1,36136.0,282801300.0,8.1,0,20189843
704,소셜 네트워크,2010-11-18,0.0,302,3803054495,517286,1960937000.0,251559,드라마,1,1,2010,21.6,1.0,0.0,1,38356.0,267988500.0,13.8,0,20101013
705,고스트버스터즈,2016-08-25,0.0,511,4116292075,515522,1376002875.0,165403,액션,2,1,2016,24.0,1.0,0.0,1,32371.0,241711700.0,8.0,0,20162404
706,피라냐,2010-08-26,0.0,306,5756700191,515074,1906860000.0,162969,액션,0,1,2010,21.6,0.0,0.0,0,51409.0,579611500.0,22.2,1,20100816
707,퍼스트 어벤져,2011-07-28,0.0,363,4163130500,514417,1590831500.0,184678,액션,2,1,2011,22.7,0.0,1.0,1,63024.0,503623000.0,14.4,0,20111113
708,애드 아스트라,2019-09-19,0.0,853,4518393460,513375,1618159190.0,177587,SF,2,1,2019,29.0,1.0,0.0,1,47212.0,404525360.0,19.1,0,20192982
709,거울나라의 앨리스,2016-09-07,0.0,515,4145733267,513202,1251835067.0,146759,어드벤처,2,1,2016,24.0,1.0,0.0,1,19058.0,145724400.0,5.1,1,20162968
710,발레리안: 천 개 행성의 도시,2017-08-30,0.0,629,4047756408,511931,1318056208.0,157111,액션,2,1,2017,26.3,0.0,0.0,1,70846.0,422633400.0,12.9,0,20158047
711,프렌즈: 몬스터섬의비밀,2011-12-29,0.0,297,3745986000,510996,815015000.0,100905,애니메이션,3,1,2011,22.7,0.0,0.0,1,32063.0,232186000.0,6.0,1,20113271
712,가려진 시간,2016-11-16,1.0,884,3946462400,510878,1183297400.0,144193,드라마,2,1,2016,24.0,0.0,1.0,1,71077.0,520694500.0,15.0,0,20154905
713,먹고 기도하고 사랑하라,2010-09-30,0.0,280,3738208724,509623,1794986000.0,234267,드라마,1,1,2010,21.6,1.0,0.0,1,42185.0,290018500.0,22.6,1,20100991
714,극장판 포켓몬스터 너로 정했다!,2017-12-21,0.0,626,3814315500,509555,726301600.0,94013,애니메이션,3,1,2017,26.3,0.0,0.0,1,14583.0,101868900.0,2.1,0,20174965
715,명탐정 코난: 순흑의 악몽,2016-08-03,0.0,447,3754104500,507508,717455600.0,93719,애니메이션,2,1,2016,24.0,0.0,1.0,1,79742.0,552052500.0,4.7,0,20162002
716,남자사용설명서,2013-02-14,1.0,372,3602049257,507257,1016134757.0,136010,코미디,1,1,2013,21.4,0.0,1.0,1,57171.0,391172500.0,10.0,1,20126087
717,셰이프 오브 워터: 사랑의 모양,2018-02-22,0.0,404,4210511600,506261,2140571300.0,253866,어드벤처,0,1,2018,26.8,1.0,0.0,1,22660.0,176081700.0,7.4,1,20173436
718,도라에몽 : 스탠 바이 미,2015-02-12,0.0,432,3681140429,503516,681756129.0,88689,애니메이션,3,1,2015,19.9,0.0,1.0,1,12675.0,89608000.0,3.5,0,20144322
719,47미터 2,2019-08-28,0.0,649,3846315153,501934,1102624133.0,130922,공포(호러),1,1,2019,29.0,0.0,0.0,0,76468.0,462471050.0,11.1,1,20193665
720,그레이트 월,2017-02-15,0.0,598,4352841358,501286,1257212358.0,138597,판타지,2,1,2017,26.3,1.0,0.0,1,46451.0,377515500.0,12.8,0,20163580
721,노예 12년,2014-02-27,0.0,326,3644201200,498004,1466423200.0,194506,드라마,1,1,2014,20.1,0.0,0.0,1,21698.0,151799500.0,5.3,0,20136866
722,아부의 왕,2012-06-21,1.0,428,3511102500,497880,972557500.0,131766,코미디,1,1,2012,20.3,0.0,1.0,1,48745.0,335248000.0,16.3,1,20124055
723,캐치미,2013-12-18,1.0,517,3387483000,492773,956243500.0,131932,코미디,2,1,2013,21.4,0.0,1.0,1,29488.0,199920500.0,6.8,1,20139981
724,무서운 이야기 2,2013-06-05,1.0,337,3375472500,492465,766405500.0,105175,미스터리,1,1,2013,21.4,0.0,1.0,1,57861.0,382552500.0,7.9,1,20136058
725,불량남녀,2010-11-04,1.0,345,3619026909,491207,925175000.0,119059,코미디,1,1,2010,21.6,0.0,1.0,1,26930.0,192882500.0,15.6,0,20101009
726,스타 이즈 본,2018-10-09,0.0,555,4257580060,490957,2035447500.0,228963,드라마,1,1,2018,26.8,1.0,0.0,1,35127.0,314580400.0,4.4,0,20180523
727,곰돌이 푸 다시 만나 행복해,2018-10-03,0.0,536,4076578860,490307,1514773210.0,175858,어드벤처,3,1,2018,26.8,1.0,0.0,1,78478.0,662450350.0,5.0,0,20189123
728,레드,2010-11-03,0.0,322,3607106025,489855,1236989000.0,159990,액션,1,1,2010,21.6,0.0,0.0,0,8239.0,62259500.0,5.4,0,20101008
729,또 하나의 약속,2014-02-06,1.0,192,3470184400,489409,895346100.0,117256,드라마,2,1,2014,20.1,0.0,0.0,0,27304.0,189489500.0,5.5,1,20122787
730,카3: 새로운 도전,2017-07-13,0.0,800,3599544501,487916,854573801.0,108150,애니메이션,3,1,2017,26.3,1.0,0.0,1,17037.0,113212200.0,4.9,1,20175522
731,침묵,2017-11-02,1.0,634,3873542364,487897,1140873764.0,139002,드라마,1,1,2017,26.3,0.0,1.0,1,57510.0,420845300.0,15.3,1,20169643
732,해어화,2016-04-13,1.0,572,3763852759,485083,1147859410.0,143843,사극,1,1,2016,24.0,0.0,1.0,1,74087.0,589150300.0,10.8,1,20145506
733,애나벨 집으로,2019-06-26,0.0,653,3993147140,481766,888643920.0,102947,공포(호러),1,1,2019,29.0,1.0,0.0,1,78044.0,510093940.0,10.3,1,20199951
734,계춘할망,2016-05-19,1.0,526,3589317348,480987,848101748.0,109124,가족,1,1,2016,24.0,0.0,0.0,0,28793.0,206218900.0,8.3,1,20156559
735,소녀괴담,2014-07-02,1.0,455,3546340054,480528,707926554.0,92017,미스터리,1,1,2014,20.1,0.0,0.0,1,24638.0,190736700.0,7.9,0,20147931
736,조선미녀삼총사,2014-01-29,1.0,388,3471341321,480361,742552321.0,98335,코미디,2,1,2014,20.1,0.0,1.0,1,60234.0,391404000.0,6.1,0,20126090
737,친정엄마,2010-04-22,1.0,276,3367901082,478822,956688000.0,129750,드라마,3,1,2010,21.6,0.0,0.0,0,22312.0,152754000.0,15.0,1,20100168
738,넛잡: 땅콩 도둑들,2014-01-29,1.0,382,3280608100,478392,796865300.0,109813,애니메이션,3,1,2014,20.1,0.0,0.0,0,26870.0,171843500.0,2.7,0,20136800
739,"로봇, 소리",2016-01-27,1.0,609,3519595560,476665,951166060.0,126118,드라마,2,1,2016,24.0,0.0,1.0,1,52321.0,309466700.0,16.1,0,20157466
740,트리플 엑스 리턴즈,2017-02-08,0.0,590,3967335095,475309,1022502995.0,116855,액션,1,1,2017,26.3,0.0,1.0,1,68598.0,536597600.0,21.6,0,20167716
741,변산,2018-07-04,1.0,763,3886052473,474137,1063654573.0,126389,드라마,1,1,2018,26.8,0.0,0.0,0,43149.0,336347900.0,7.0,1,20174369
742,위험한 상견례 2,2015-04-29,1.0,429,3575384754,472693,738570754.0,93940,멜로/로맨스,1,1,2015,19.9,0.0,1.0,1,16506.0,102407500.0,3.0,1,20143512
743,잠베지아: 신비한 나무섬의 비밀,2012-12-25,0.0,273,3333947000,472692,658609000.0,87536,애니메이션,3,1,2012,20.3,0.0,1.0,1,73159.0,550644000.0,4.4,1,20126388
744,슈퍼 에이트,2011-06-16,0.0,411,3622835500,472118,1389410500.0,172316,SF,2,1,2011,22.7,0.0,1.0,1,38882.0,293167500.0,17.9,0,20110656
745,카운트다운,2011-09-29,1.0,341,3630557000,471547,1289489000.0,159087,드라마,0,1,2011,22.7,0.0,1.0,1,33820.0,243673000.0,8.5,1,20111914
746,식객2 : 김치전쟁,2010-01-28,1.0,357,3298814209,471103,958627500.0,127932,드라마,3,1,2010,21.6,0.0,1.0,1,39297.0,275482000.0,9.8,1,20090926
747,명탐정 코난 : 화염의 해바라기,2015-08-05,0.0,433,3294096400,470990,578757300.0,80798,애니메이션,3,1,2015,19.9,0.0,1.0,1,54213.0,369307400.0,4.2,1,20151964
748,리얼,2017-06-28,1.0,970,3357312530,470105,1117674930.0,152609,액션,0,1,2017,26.3,0.0,1.0,1,146965.0,887028600.0,30.0,0,20159647
749,적인걸: 측천무후의 비밀,2010-10-06,0.0,286,3399300731,468273,1072773500.0,140934,액션,2,1,2010,21.6,0.0,1.0,1,10658.0,80353500.0,7.4,1,20100977
750,페이스메이커,2012-01-18,1.0,412,3443753000,467697,1074184000.0,139734,드라마,2,1,2012,20.3,0.0,1.0,1,22553.0,159766000.0,8.3,0,20113951
751,글래스,2019-01-17,0.0,837,4277452982,466475,1422916782.0,148074,드라마,1,1,2019,29.0,1.0,0.0,1,71816.0,615511580.0,21.4,1,20182544
752,마담 뺑덕,2014-10-02,1.0,536,3685882590,465749,1100816390.0,133245,멜로/로맨스,0,1,2014,20.1,0.0,1.0,1,67072.0,505016600.0,14.6,0,20136863
753,카 2,2011-07-20,0.0,379,3681142000,465607,1175354000.0,135474,애니메이션,3,1,2011,22.7,1.0,0.0,1,10974.0,90176000.0,3.3,1,20111249
754,너의 췌장을 먹고 싶어,2017-10-25,0.0,218,3705621800,465495,1048442800.0,128547,드라마,2,0,2017,26.3,0.0,1.0,1,38923.0,223629700.0,5.5,1,20171024
755,순수의 시대,2015-03-05,1.0,546,3702353828,465492,1047948228.0,125716,사극,0,1,2015,19.9,0.0,1.0,1,61795.0,463897100.0,24.2,0,20136063
756,생텀,2011-02-10,0.0,323,4825063000,464607,1576162500.0,141082,어드벤처,1,1,2011,22.7,0.0,0.0,0,45842.0,478453500.0,24.6,0,20119418
757,락아웃: 익스트림미션,2012-06-14,0.0,374,3373780000,462176,953106500.0,123921,SF,1,1,2012,20.3,0.0,1.0,1,33802.0,238500500.0,11.4,1,20124946
758,언스토퍼블,2010-11-10,0.0,309,3325136489,459535,1046015000.0,136364,액션,2,1,2010,21.6,1.0,0.0,1,13932.0,101757000.0,6.6,0,20101070
759,라이프,2017-04-05,0.0,647,3786712210,459421,1188643810.0,139729,SF,1,1,2017,26.3,1.0,0.0,1,42630.0,330951300.0,18.7,1,20171381
760,동네사람들,2018-11-07,1.0,731,3797676112,459020,709340562.0,82070,액션,1,1,2018,26.8,0.0,0.0,1,54297.0,429188850.0,14.4,1,20170513
761,세 얼간이,2011-08-18,0.0,232,3352570500,458988,1491279000.0,195629,코미디,2,0,2011,22.7,0.0,0.0,0,16209.0,115201500.0,3.4,0,20110899
762,노브레싱,2013-10-30,1.0,584,2991824739,451669,802364239.0,113253,드라마,1,1,2013,21.4,0.0,0.0,0,44704.0,288115500.0,11.7,0,20138223
763,원더풀 고스트,2018-09-26,1.0,351,3720931600,450374,783246100.0,92593,코미디,2,1,2018,26.8,0.0,0.0,0,163644.0,1192611300.0,11.1,0,20167903
